data_source,scraped_time,name,organization_type,company_name,position
https://www.parliament.gh/mps?mp=262,2017-10-17 16:57:38.756542,TINA GIFTY NAA AYELEY MENSAH,,GIMENS COM. LTD,MANAGING DIRECTOR
https://www.parliament.gh/mps?mp=263,2017-10-17 16:57:39.140347,GEORGE YAW GYAN-BAFFOUR,,HOWARD UNIVERSITYDIRECTOR-GENERAL ,PROFESSOR OF MANAGEMENT
https://www.parliament.gh/mps?mp=277,2017-10-17 16:57:40.757786,KOFI OKYERE-AGYEKUM,,1984-2000Cleaning Solution Ltd.Commercial &amp Supply Chain Manager ,Uniliver
https://www.parliament.gh/mps?mp=279,2017-10-17 16:57:41.877041,KOJO APPIAH-KUBI (DR),,Social And Economic Research,Senior Lecturer And A Senior Research Fellow
https://www.parliament.gh/mps?mp=265,2017-10-17 16:57:45.036166,ABDUL-RAUF TANKO IBRAHIM,,TASS KALIAN ENT.LTDHAJJ CHAIRMAN,MANAGING DIRECTOR
https://www.parliament.gh/mps?mp=264,2017-10-17 16:57:45.074092,THOMAS OGAJAH DONKOR,,MIN. OF LOCAL GOVTHEAD TEACHER,DISTRICT CHIEF EXECUTIVE
https://www.parliament.gh/mps?mp=266,2017-10-17 16:57:46.456544,JOHN ABDULAI JINAPOR,,GOVERNMENT OF GHANASPOKESMAN TO PRESIDENT ,DEPUTY MINISTER
https://www.parliament.gh/mps?mp=267,2017-10-17 16:57:47.379856,TIJANI HABIBU MOHAMMAD,,GOVERNMENT OF GHANAMUNICIPAL CHIEF EXECUTIVE - YENDI ,ASSISTANT DIRECTOR - MONITORING
https://www.parliament.gh/mps?mp=269,2017-10-17 16:57:48.477330,JOSEPH BIPOBA NAABU,,PARLIAMENT OF GHANA,MP
https://www.parliament.gh/mps?mp=268,2017-10-17 16:57:49.197160,MAGNUS KOFI AMOATEY,,PARLIAMENT OF GHANADIRECTOR OF PROGRAMMES,MEMBER OF PARLIAMENT 
https://www.parliament.gh/mps?mp=270,2017-10-17 16:57:49.571075,ALHASSAN  UMAR,,NORTHERN TECHNOLOGYDIRECTOR,CEO/OWNER
https://www.parliament.gh/mps?mp=271,2017-10-17 16:57:49.806256,FRANK FUSEINI ADONGO,,F. F. A. FAITH CLINIC,PROPRIETOR
https://www.parliament.gh/mps?mp=272,2017-10-17 16:57:50.011943,OSEI KYEI-MENSAH-BONSU,,Jan 1997-to date,Consultancy
https://www.parliament.gh/mps?mp=276,2017-10-17 16:57:50.693534,WILLIAM OWURAKU AIDOO,,NATIONAL MOBLIZATIONSNR SUPT,NSS
https://www.parliament.gh/mps?mp=273,2017-10-17 16:57:51.014878,BENITO OWUSU-BIO,,KumasiMP ,General Manager
https://www.parliament.gh/mps?mp=275,2017-10-17 16:57:51.192663,ISAAC KWAME ASIAMAH,,NPP National Youth Secretary,Policy Analyst
https://www.parliament.gh/mps?mp=274,2017-10-17 16:57:51.797213,CASSIEL ATO FORSON,,UK Limited,Managing Director
https://www.parliament.gh/mps?mp=245,2017-10-17 16:58:17.299159,HENRY YEBOAH YIADOM-BOACHIE,,NEWMONT AHAFO DEV. FOUNDATIONPROJECT COORDINATOR/ EDUCATION DIRECTOR,PROJECT COORDINATOR
