data_source,scraped_time,name,organization_type,company_name,position,date_position
https://www.parliament.gh/mps?mp=100,2017-10-18 08:48:27.350296,SHAIBU  MAHAMA,,SAVANNA ACCELERATED DEVELOPMENT AUTHORITYASSOCIATE,LEGAL OFFICER,2012-2016
https://www.parliament.gh/mps?mp=77,2017-10-18 08:48:27.461806,RICHARD  ACHEAMPONG,,PARLIAMENT OF GHANAOPERATIONS MANAGER,MEMBER OF PARLIAMENT,2013-2016
https://www.parliament.gh/mps?mp=94,2017-10-18 08:48:29.267937,SOLOMON NAMLIIT BOAR,,PARLIAMENT OF GHANAFINANCE & ADMIN MANAGER,MEMBER OF PARLIAMENT,2013-to date
https://www.parliament.gh/mps?mp=107,2017-10-18 08:48:29.285371,WILLIAM KWASI SABI,,MDF - WEST AFRICA LTDHOSPITAL ADMINISTRATOR,MANAGEMENT CONSULTANT,2010-2012
https://www.parliament.gh/mps?mp=106,2017-10-18 08:48:29.415393,KWAKU  AGYEMAN-MANU,,TOYOTA GHANA LTDCHIEF ACCOUNTANT,DIRECTOR OF FINANCE,1994-2001
https://www.parliament.gh/mps?mp=98,2017-10-18 08:48:30.709452,SAMUEL ABDULAI JABANYITE,,2015-to date,BOARD CHAIRMAN,YEA
https://www.parliament.gh/mps?mp=97,2017-10-18 08:48:30.911440,ALEXANDER ROOSEVELT HOTTORDZE,,MINISTRY OF HEALTHLIAISON OFFICER,SENIOR ADMINISTRATIVE MANAGER,2009-2016
https://www.parliament.gh/mps?mp=85,2017-10-18 08:48:30.935461,ISAAC  ADONGO,,MINISTRY OF LOCAL GOVERNMENT AND RURAL DEV'TCHIEF EXECUTIVE OFFICER,FINANCIAL CONSULTANT,2013-2016
https://www.parliament.gh/mps?mp=112,2017-10-18 08:48:31.069537,KWABENA  OWUSU-ADUOMI,,PARLIAMENT OF GHANAREGIONAL DIRECTOR,MEMBER OF PARLIAMENT,2009-to date
https://www.parliament.gh/mps?mp=93,2017-10-18 08:48:31.354565,CLEMENT ABAS APAAK,,OFFICE OF THE PRESIDENTLECTURER,PRESIDENTIAL STAFFER,2013-2016
https://www.parliament.gh/mps?mp=78,2017-10-18 08:48:31.434769,AUGUSTINE  TAWIAH,,NATIONAL TEACHING COUNCILLECTURER / CONSULTANT,EXECUTIVE SECRETARY,2004-2016
https://www.parliament.gh/mps?mp=92,2017-10-18 08:48:32.789596,JAMES  AGALGA,,LAW TEMPLE,MANAGING PARTNER,2008-2013
https://www.parliament.gh/mps?mp=111,2017-10-18 08:48:33.125245,ALEXANDER KWAMENA AFENYO-MARKIN,,EXCEL COURIER,DIRECTOR,2004-2011
https://www.parliament.gh/mps?mp=101,2017-10-18 08:48:33.215250,VINCENT SOWAH ODOTEI,,ASPEN WINDOWSECONOMICS OFFICER,SALES MANAGER,1995-1997
https://www.parliament.gh/mps?mp=102,2017-10-18 08:48:33.298929,SEBASTIAN NGMENENSO SANDAARE,,GHANA HEALTH SERVICEMEDICAL SUPERINTENDENT,DISTRICT DIRECTOR OF HEALTH,2009-to date
https://www.parliament.gh/mps?mp=99,2017-10-18 08:48:33.331664,RUDOLF NSORWINE AMENGA-ETEGO,,I. R. SDIRECTOR OF ADVOCACY,SNR. INSPECTOR OF TAXES,1988-2000
https://www.parliament.gh/mps?mp=115,2017-10-18 08:48:34.090057,EMMANUEL ARMAH-KOFI BUAH,,GOVERNMENT OF GHANADEPUTY MINISTER,MINISTER FOR PETROLEUM,2013-2016
https://www.parliament.gh/mps?mp=114,2017-10-18 08:48:34.606132,FRANCIS KINGSLEY ATO CODJOE,,NCR GHANA LTDACCOUNTS OFFICR,COUNTRY CONTROLLER,2002-2016
https://www.parliament.gh/mps?mp=105,2017-10-18 08:48:36.334841,SOPHIA KAREN EDEM ACKUAKU,,2013-2016,DEPUTY DIRECTOR,OPS
https://www.parliament.gh/mps?mp=96,2017-10-18 08:48:36.420470,KWEKU GEORGE RICKETTS-HAGAN,,CENTRAL REGIONAL COORDINATING COUNCILDEPUTY MINISTER FOR TRADE AND INDUSTRY,CENTRAL REGIONAL MINISTER,2016-to date
https://www.parliament.gh/mps?mp=116,2017-10-18 08:48:36.458810,JOE NANA KOBINA AKWA GHARTEY,,AKUFO-ADDO PREMPEH AND COHEAD OF CHAMBERS,ASSOCIATE,1988-1994
https://www.parliament.gh/mps?mp=95,2017-10-18 08:48:36.476881,BARBARA  ASHER AYISI,,GHANA EDUCATION SERVICEHOUSE MISTRESS,FORM MISTRESS,2003-2006
https://www.parliament.gh/mps?mp=103,2017-10-18 08:48:36.488130,MUTAWAKILU  ADAM,,PARLIAMENT OF GHANAHEAD OF TREASURY,MEMBER OF PARLIAMENT,2013-to date
https://www.parliament.gh/mps?mp=104,2017-10-18 08:48:36.567859,SARAH ADWOA SAFO,,PUBLIC PROCUREMENT AUTHORITY LEGAL PRACTITIONER,LEGAL OFFICER,2006-2008
https://www.parliament.gh/mps?mp=113,2017-10-18 08:48:36.807867,MUHAMMAD BAWAH BRAIMAH,,NADMOMCE,MUNICIPAL COORDINATOR,2009-2013
https://www.parliament.gh/mps?mp=117,2017-10-18 08:48:38.051034,CATHERINE ABELEMA AFEKU,,SITICO PETROLEUM,CONSULTANT,2014-2015
https://www.parliament.gh/mps?mp=119,2017-10-18 08:48:38.897182,ANDREW ASIAMAH AMOAKO,,A. K. BAFFOE & CO.METRO VALUER,VALUER & DEVELOPMENT CONSULTANT,1996-1997
https://www.parliament.gh/mps?mp=108,2017-10-18 08:48:40.000770,ALI MAIGA HALIDU,,SELF EMPLOYED REGULATORY OFFICER,DEVELOPMENT CONSULTANT,2012-to date
https://www.parliament.gh/mps?mp=120,2017-10-18 08:48:41.011319,AKUKA ALBERT ALALZUUGA,,PRESBY CHURCHFINANCE/ADMIN. OFFICER,FINANCE/ADMIN. OFFICER,1997-2005
https://www.parliament.gh/mps?mp=110,2017-10-18 08:48:41.467685,NANA AYEW AFRIYE,,ST. JOHN'S MEDICAL AND FERTILITY CENTERINSTITUTIONAL PUBLIC HEALTH HEAD,CEO,2012-to date
https://www.parliament.gh/mps?mp=118,2017-10-18 08:48:41.886141,KWABENA AMANKWA ASIAMAH,,PARLIAMENT OF GHAN,MEMBER OF PARLIAMENT,2010-to date
https://www.parliament.gh/mps?mp=128,2017-10-18 08:48:42.180984,EMMANUEL KWASI BEDZRAH,,PARLIAMENT OF GHANACEO,MEMBER OF PARLIAMENT,2009-to date
https://www.parliament.gh/mps?mp=136,2017-10-18 08:48:42.637934,KWABENA  OHEMENG-TINYASE,,INTERNATIONAL FUND FOR AGRIC DEV.,CONSULTANT,2015-2016
https://www.parliament.gh/mps?mp=129,2017-10-18 08:48:44.085352,BERNICE  ADIKU HELOO,,AUDITOR GENERAL SNR PROGRAM OFFICER,SENIOR AUDITOR,1982-1985
https://www.parliament.gh/mps?mp=122,2017-10-18 08:48:44.139461,KOJO  ASEMANYI,,US POSTAL SERVICE PRODUCTION ASSOCIATE,RURAL CARRIER ASSOCIATE,2013-2016
https://www.parliament.gh/mps?mp=145,2017-10-18 08:48:44.214929,MATTHEW  NYINDAM,,GHANA EDUCATION SERVICE,HOUSEMASTER,2010-2012
https://www.parliament.gh/mps?mp=121,2017-10-18 08:48:45.091433,NAANA  EYIAH,,NAABA COMPANY LTD,C.E.O,2006-2016
https://www.parliament.gh/mps?mp=137,2017-10-18 08:48:45.517716,SUALIHU DANDAAWA ALHASSAN,,PARLIAMENT OF GHANA,MEMBER OF PARLIAMENT,2014-2016
https://www.parliament.gh/mps?mp=133,2017-10-18 08:48:45.565191,PAUL  ESSIEN,,GHANA EDUCATION SERVICEDISTRICT SPORTS CHAIRMAN,SPORTS & FORM MASTER,2008-2016
https://www.parliament.gh/mps?mp=130,2017-10-18 08:48:45.782668,STEVENS  SIAKA,,PARLIAMENT OF GHANA,MEMBER OF PARLIAMENT,2012-2016
https://www.parliament.gh/mps?mp=141,2017-10-18 08:48:47.170021,KWASI N/A ETU-BONDE,,SUSTENANCE AGRO VENTURESAREA AGRIBUSINESS MANAGER,C.E.O,2007-2016
https://www.parliament.gh/mps?mp=123,2017-10-18 08:48:47.698445,ALEXANDER KODWO KOM ABBAN,,CARDINAL LAW GROUPLEGAL ADVISOR,JUNIOR PARTNER,2015-to date
https://www.parliament.gh/mps?mp=135,2017-10-18 08:48:48.656601,KWABENA MINTAH AKANDOH,,2015-2016,DEPUTY MINISTER,LANDS AND NATURAL RESOURCES
https://www.parliament.gh/mps?mp=142,2017-10-18 08:48:48.805938,FELICIA  ADJEI,,ADDFAL F.A LIMITED,MANAGING DIRECTOR,2009-2006
https://www.parliament.gh/mps?mp=127,2017-10-18 08:48:48.878913,BENJAMIN KOMLA KPODO,,1994-2013,FINANCE OFFICER,ACTING/SUBSTANTIVE
https://www.parliament.gh/mps?mp=150,2017-10-18 08:48:49.056637,HELEN ADJOA NTOSO,,OFFICE OF THE PRESIDENTDIRECTOR OF OPS,REGIONAL MINISTER,2013-2016
https://www.parliament.gh/mps?mp=124,2017-10-18 08:48:49.696006,ZIBLIM  IDDI,,UNIVERSITY OF GHANATEACHING ASSISTANT,LECTURER,2008-2016
https://www.parliament.gh/mps?mp=109,2017-10-18 08:48:49.787405,JOSEPH  CUDJOE,,GHANA COCOA BOARDGENERAL MANAGER,INVESTMENT MANAGER,2004-2012
https://www.parliament.gh/mps?mp=134,2017-10-18 08:48:49.928271,AMA POMAA BOATENG,,GOVERNMENT OF GHANA,MEMBER OF PARLIAMENT,2013-to date
https://www.parliament.gh/mps?mp=132,2017-10-18 08:48:50.027848,FRANCIS BAWAANA DAKURA,,GREENFIELD CARE HOMES LTDLECTURER,DIRECTOR,2004-2008
https://www.parliament.gh/mps?mp=144,2017-10-18 08:48:50.055022,SAMUEL  ATTA MILLS,,OFFICE OF THE PRESIDENT REGIONAL MANAGER,PRESIDENTIAL AIDE,2009-2012
https://www.parliament.gh/mps?mp=138,2017-10-18 08:48:50.449351,RICHARD MAWULI KOKU QUASHIGAH,,PARLIAMENT OF GHANALECTURER / DEAN,MEMBER OF PARLIAMENT,2013-2016
https://www.parliament.gh/mps?mp=139,2017-10-18 08:48:51.660291,JAMES KLUTSE AVEDZI,,CONTROLLER AND ACCOUNTANT-GENERAL,PRINCIPAL ACCOUNTANT,1995-2004
https://www.parliament.gh/mps?mp=149,2017-10-18 08:48:51.873866,JOHN  MAJISI,,PARLIAMENT OF GHANA,MEMBER OF PARLIAMENT,2013-2016
https://www.parliament.gh/mps?mp=155,2017-10-18 08:48:51.899329,SAMIU KWADWO NUAMAH,,AFRICAN INST. OF ENERGY SUSTAINABILITYHEAD OF ENGINEERING,EXECUTIVE DIRECTOR,2012-to date
https://www.parliament.gh/mps?mp=147,2017-10-18 08:48:52.930375,JOSEPH NII LARYEA AFOTEY-AGBO,,GOVERNMENT OF GHANAREGIONAL MINISTER,MINISTER OF STATE,2009-2012
https://www.parliament.gh/mps?mp=151,2017-10-18 08:48:53.561243,ELIZABETH AFOLEY QUAYE,,MINISTRY OF FOOD AND AGRICULTURESENIOR PRODUCTION OFFICER,PRINCIPAL PRODUCTION OFFICER,2008-2015
https://www.parliament.gh/mps?mp=146,2017-10-18 08:48:54.174093,DELLA ADJOA SOWAH,,2012-2016,DEPUTY MINISTER,MP
https://www.parliament.gh/mps?mp=170,2017-10-18 08:48:55.467043,ALEX KOFI AGYEKUM,,CAPE COAST,ASSIST. HEAD,HOLY CHILD SCH.
https://www.parliament.gh/mps?mp=159,2017-10-18 08:48:56.024815,BERNARD OKOE BOYE,,GHANA HEALTH SERVICEMEDICAL OFFICER,HOUSE OFFICER,2009-2012
https://www.parliament.gh/mps?mp=140,2017-10-18 08:48:57.397531,FIFI FIAVI FRANKLIN KWETEY,,GOVERNMENT OF GHANAMINISTER OF TRADE,DEPUTY MINISTER OF FIINANACE,2009-2012
https://www.parliament.gh/mps?mp=148,2017-10-18 08:48:57.514421,MICHAEL YAW GYATO,,AGMARK LIMITED MANAGING DIRECTOR,MANAGING DIRETOR,2000-2016
https://www.parliament.gh/mps?mp=143,2017-10-18 08:48:57.707952,ZANETOR  AGYEMAN-RAWLINGS,,2009-2014,FAMILY DOCTOR,GP
https://www.parliament.gh/mps?mp=153,2017-10-18 08:48:57.954179,MUBARAK  RAS,,NATIONAL YOUTH AUTHORITY,CHIEF EXECUTIVE OFFICER,2013-2016
https://www.parliament.gh/mps?mp=165,2017-10-18 08:48:58.496186,MATTHEW OPOKU PREMPEH,,PARLIAMENT OF GHANAMEMBER,MEMBER,2013-2016
https://www.parliament.gh/mps?mp=164,2017-10-18 08:48:58.534907,COLLINS OWUSU AMANKWAH,,ALL FRIENDS FMSCALE MANAGER,GENERAL MANAGER,2011-2013
https://www.parliament.gh/mps?mp=162,2017-10-18 08:48:58.603313,ABU-BAKAR SADDIQUE BONIFACE,,MINISTRY OF FINANCEDEPUTY MINISTER - TRADE & INDUSTRY,SENIOR ECONOMIC OFFICER,1987-2001
https://www.parliament.gh/mps?mp=158,2017-10-18 08:48:58.664688,ANTHONY ABAYIFAA N-YOH PUOWELE KARBO,,NEW PATRIOTIC PARTYDEPUTY DIRECTOR OF COMMUNICATIONS,NATIONAL YOUTH ORGANISER,2010-2013
https://www.parliament.gh/mps?mp=169,2017-10-18 08:48:58.735194,ABDUL-AZIZ  MOHAMMED,,GHANA INVESTMENT FUND FOR ELECTRONIC COMMUNICATIONS,FINANCE MANAGER,2009-to date
https://www.parliament.gh/mps?mp=161,2017-10-18 08:48:59.137915,EYIAH  KYEI BAFFOUR,,2012-2016,DEPUTY HEAD,SMALL TAXPAYER OFFICE - STO
https://www.parliament.gh/mps?mp=152,2017-10-18 08:48:59.143608,PHILIP  BASOAH,,2009-2012,PROJECT CO-ORDINATOR,ASHANTI REGIONAL PLANNING DIVISION
https://www.parliament.gh/mps?mp=163,2017-10-18 08:48:59.767967,KWAKU  AMPRATWUM-SARPONG,,LONDON BROUGH OF LAMBETH,SENIOR ADMINISTRATION OFFICER,1990-1991
https://www.parliament.gh/mps?mp=177,2017-10-18 08:49:00.545499,JOSEPH KOFI ADDA,,OMNI CONSULTING DIRECTOR,DIRECTOR,1999-to date
https://www.parliament.gh/mps?mp=173,2017-10-18 08:49:00.597124,ALBAN SUMANA KINGSFORD BAGBIN,,GHANA STATISTICAL SERVICE ASST PERSONAL OFFICER,ASST ADMIN OFFICER,1982-1983
https://www.parliament.gh/mps?mp=156,2017-10-18 08:49:01.106668,JOSEPH  MENSAH,,GHANA PORTS AND HARBOURS AUTHORITY HUMAN RESOURCE MANAGER,OPERATIONS MANAGER,2013-2016
https://www.parliament.gh/mps?mp=166,2017-10-18 08:49:01.631815,FRIMPONG YAW ADDO,,PARLIAMENT OF GHANA,MEMBER OF PARLIAMENT,2013-2016
https://www.parliament.gh/mps?mp=185,2017-10-18 08:49:02.773778,DEREK  ODURO,,AKOSAS BUSINESS COLLEGEARMY OFFICER,BURSAR,1977-1979
https://www.parliament.gh/mps?mp=172,2017-10-18 08:49:03.042957,MARK KURT NAWAANE,,ST MARK HOSPITAL,CEO,2015-2016
https://www.parliament.gh/mps?mp=171,2017-10-18 08:49:03.179713,SETH KWAME ACHEAMPONG,,PARLIAMENT OF GHANAMEMBER OF PARLIAMENT,MEMBER OF PARLIAMENT,2013-to date
https://www.parliament.gh/mps?mp=182,2017-10-18 08:49:03.273383,KENNEDY KWASI KANKAM,,KEKKA COMPANY LTD,MANAGING DIRECTOR,2005-2014
https://www.parliament.gh/mps?mp=174,2017-10-18 08:49:03.391427,ALIMA  MAHAMA,,SELF EMPLOYEDMINISTER OF STATE AND MEMBER OF PARLIAMENT,INDEPENDENT CONSULTANT,2009-2016
https://www.parliament.gh/mps?mp=176,2017-10-18 08:49:03.446498,HARDI TUFEIRU MOHAMMED,,TAMALE TECHNICAL UNIVERSITYLECTURER,HEAD OF AUDIT,2007-2016
https://www.parliament.gh/mps?mp=183,2017-10-18 08:49:03.842396,SAMUEL NARTEY GEORGE,,OFFICE OF THE PRESIDENTASSISTANT DIRECTOR,COMMUNICATIONS SPECIALIST,2014-2016
https://www.parliament.gh/mps?mp=189,2017-10-18 08:49:03.927472,JOYCELYN  TETTEH,,MISSIONS MEDICAL RELIEF,ADMINISTRATOR,2007-2015
https://www.parliament.gh/mps?mp=167,2017-10-18 08:49:05.772279,JOSEPH ALBERT QUARM,,PROF QUARM PUBLICATIONS LTDCEO,CEO,1995-2016
https://www.parliament.gh/mps?mp=175,2017-10-18 08:49:06.532949,AMBROSE  DERY,,DERY & CO,MANAGING DIRECTOR,2014-2016
https://www.parliament.gh/mps?mp=194,2017-10-18 08:49:06.948865,KWAKU AGYEMAN KWARTENG,,PARLIAMENT OF GHANAGHANA GOVT.,MEMBER OF PARLIAMENT,2013-to date
https://www.parliament.gh/mps?mp=179,2017-10-18 08:49:07.145195,GEORGE BOAHEN ODURO,,2013-2016,DIRECTOR,PROJECTS
https://www.parliament.gh/mps?mp=196,2017-10-18 08:49:07.786804,EMMANUEL AKWASI GYAMFI,,ODOTOBRI RURAL BANKADMINISTRATOR & LEAD FACILITATOR,PROJECT OFFICER,2002-2004
https://www.parliament.gh/mps?mp=188,2017-10-18 08:49:08.740994,GEOFFREY  KINI,,FRICOM ENTERPRISE,MANAGING DIRECTOR,1994-2016
https://www.parliament.gh/mps?mp=157,2017-10-18 08:49:08.895777,EDWARD KAALE-EWOLA DERY,,PARLIAMENT OF GHANA,MEMBER OF PARLIAMENT,2013-to date
https://www.parliament.gh/mps?mp=192,2017-10-18 08:49:09.019549,KWAME ASAFU ADJEI,,MINISTRY OF FOOD AND AGRICULTURECEO,DEPUTY DIRECTOR,2008-2010
https://www.parliament.gh/mps?mp=190,2017-10-18 08:49:09.533629,SAMUEL OKUDZETO ABLAKWA,,GOVERNMENT OF GHANADEP. MINISTER OF EDUCATION,DEP. MINISTER OF INFORMATION,2009-2013
https://www.parliament.gh/mps?mp=198,2017-10-18 08:49:09.827810,BEN ABDALLAH  BANDA,,SELF EMPLOYMENT,LEGAL PRACTITIONER,2000-2009
https://www.parliament.gh/mps?mp=186,2017-10-18 08:49:10.450379,CHARLES  KONADU-YIADOM,,BRITE LIFE MICRO FINANCE,DIRECTOR,2014-to date
https://www.parliament.gh/mps?mp=193,2017-10-18 08:49:10.592036,PATRICK  BOAKYE-YIADOM,,AGOGO PRESBY HOSPITALMEDICAL OFFICER,MEDICAL OFFICER,2003-2007
https://www.parliament.gh/mps?mp=191,2017-10-18 08:49:10.971414,FRANK  ANNOH-DOMPREH,,PARLIAMENT OF GHANA,MEMBER OF PARLIAMENT,2013-2016
https://www.parliament.gh/mps?mp=199,2017-10-18 08:49:11.398474,KOJO VINCENT OPPONG NKRUMAH,,KULENDI AT LAW,LAWYER,2016-to date
https://www.parliament.gh/mps?mp=208,2017-10-18 08:49:12.254783,MASAWUD  MOHAMMED,,PARLIAMENT OF GHANADISTRICT CHIEF EXECUTIVE,MEMBER OF PARLIAMENT,2013-2016
https://www.parliament.gh/mps?mp=181,2017-10-18 08:49:12.491555,MARK  ASSIBEY-YEBOAH,,PARLIAMENT OF GHANALECTURER,MEMBER OF PARLIAMENT,2013-to date
https://www.parliament.gh/mps?mp=187,2017-10-18 08:49:12.840859,JOHN KWABENA BLESS OTI,,SELF,CEO,2007-2013
https://www.parliament.gh/mps?mp=180,2017-10-18 08:49:12.978121,KWASI BOATENG ADJEI,,PARLIAMENT OF GHANAMANAGING HEAD,MEMBER OF PARLIAMENT,2012-2016
https://www.parliament.gh/mps?mp=201,2017-10-18 08:49:13.036080,PATRICK YAW BOAMAH,,PARLIAMENT OF GHANAPARTNER,MEMBER OF PARLIAMENT,2013-2016
https://www.parliament.gh/mps?mp=211,2017-10-18 08:49:13.150406,FUSEINI BASHIR ALHASSAN,,GRAPHIC COMMUNICATIONS GROUP LTDM.P,NIGHT EDITOR,1987-2012
https://www.parliament.gh/mps?mp=209,2017-10-18 08:49:14.454355,LAADI AYII AYAMBA,,GESHEADTEACHER,CLASS ROOM TEACHER,1981-1991
https://www.parliament.gh/mps?mp=168,2017-10-18 08:49:14.625468,EKOW  HAYFORD,,2010-2013,MANAGER,PARTS ADMINISTRATION
https://www.parliament.gh/mps?mp=204,2017-10-18 08:49:16.732623,DANIEL  BOTWE,,GHANA COCOA BOARDDIRECTOR,COMPUTER PROGRAMMER,1986-1993
https://www.parliament.gh/mps?mp=207,2017-10-18 08:49:17.349833,KWABENA  DONKOR,,GOVERNMENT OF GHANACHAIRMAN,CABINET MINISTER,2014-2015
https://www.parliament.gh/mps?mp=160,2017-10-18 08:49:17.465009,EBENEZER OKLETEY TERLABI,,KNUST,LECTURER,2000-2011
https://www.parliament.gh/mps?mp=217,2017-10-18 08:49:17.556186,KWAKU  AFRIYIE,,GREENSHIELD HOSPITALMANAGING DIRECTOR,MANAGING DIRECTOR,1994-2014
https://www.parliament.gh/mps?mp=202,2017-10-18 08:49:17.570823,FUSEINI  ISSAH,,ACE CAPITAL PARTNERSVICE PRESIDENT,CEO,2015-to date
https://www.parliament.gh/mps?mp=195,2017-10-18 08:49:17.997628,EDWIN NII LANTEY VANDERPUYE,,GHANA BROADCASTING CORPORATIONHEAD OF SPORTS,DEPUTY HEAD OF OB' SPORTS,1990-2004
https://www.parliament.gh/mps?mp=212,2017-10-18 08:49:18.081204,MUMUNI  ALHASSAN,,GHANA EDU. SERVICECIRCUIT SUPERVISOR,HEADNASTER,1992-2000
https://www.parliament.gh/mps?mp=197,2017-10-18 08:49:18.319006,AUGUSTINE COLLINS NTIM,,MINISTRY OF LOCAL GOVERNMENT MEMBER OF PARLIAMENT,DISTRICT CHIEF EXECUTIVE,2005-2009
https://www.parliament.gh/mps?mp=184,2017-10-18 08:49:18.417462,ERIC KWAKYE DARFOUR,,ECOVANS LTDM.P,M.D,1985-2013
https://www.parliament.gh/mps?mp=210,2017-10-18 08:49:19.942243,CHARLES BINIPOM BINTIN,,OFFICE OF THE PRESIDENTMEMBER OF PARLIAMENT,MINISTER,2005-2008
https://www.parliament.gh/mps?mp=215,2017-10-18 08:49:20.220178,ANDREW DARI CHIWITEY,,NATIONAL HEALTH INSURANCE AUTHORITY,PUBLIC RELATIONS OFFICER,2004-2016
https://www.parliament.gh/mps?mp=219,2017-10-18 08:49:20.441298,ANDREW KOFI EGYAPA MERCER,,FIRST ATLANTIC BANKSNR ASSOCIATE,AG. HEAD/LEGAL,2007-2009
https://www.parliament.gh/mps?mp=220,2017-10-18 08:49:20.625545,ALEX  ADOMAKO-MENSAH,,COCOA RESEARCH INSTITUTE GH.FINANCIAL ADVISOR,SNR COMMERCIAL OFFICER,2011-2013
https://www.parliament.gh/mps?mp=205,2017-10-18 08:49:20.824320,ANTHONY AKOTO OSEI,,2009-to date,MEMBER OF PARLIAMENT,RANKING MEMBER
https://www.parliament.gh/mps?mp=233,2017-10-18 08:49:21.058629,IGNATIUS BAFFOUR AWUAH,,PARLIAMENT OF GHANADEPUTY REGIONAL MINISTER,MEMBER OF PARLIAMENT &amp 2ND DEP. MAJ. WHIP,2009-2016
https://www.parliament.gh/mps?mp=224,2017-10-18 08:49:21.790748,ATO  PANFORD,,A. PANFORD & SONS LIMITEDDIRECTOR / CEO,DIRECTOR/EXECUTIVE CHAIRMAN,2000-to date
https://www.parliament.gh/mps?mp=218,2017-10-18 08:49:21.923384,CHRISTIAN CORLEYTEY OTUTEYE,,GIMPAMEMBER OF PARLIAMENT,LECTURER,2008-2012
https://www.parliament.gh/mps?mp=221,2017-10-18 08:49:22.315255,DOMINIC - NAPARE,,PARLIAMENT OF GHANADISTRICT CHIEF EXECUTIVE,MEMBER OF PARLIAMENT,2013-2016
https://www.parliament.gh/mps?mp=223,2017-10-18 08:49:22.337129,LINDA OBENEWAA AKWELEY OCLOO,,OID MUTUAL LIFE ASSURANCEBRANCH SECRETARY,CLIENT SERVICE CONSULTANT,2009-2016
https://www.parliament.gh/mps?mp=216,2017-10-18 08:49:24.050079,ALEX TETTEH DJORNOBUAH,,ALEX K. TETTEH GAS FILLING STATIONCEO,CEO,2004-2016
https://www.parliament.gh/mps?mp=234,2017-10-18 08:49:24.552581,GABRIEL  OSEI,,ST. AMBROSE COLLEGE OF EDUCATIONPRODUCTION ASSISTANT,FINANCE OFFICER,2010-2016
https://www.parliament.gh/mps?mp=227,2017-10-18 08:49:24.908885,ROCKSON-NELSON ETSE KWAMI DAFEAMEKPOR,,NURSES TRAINING COLLEGE,TUTOR,2000-2002
https://www.parliament.gh/mps?mp=226,2017-10-18 08:49:24.996525,PATRICK AL-HASSAN ADAMAH,,BRITISH COAL REGIONAL MANAGER,RESEARCH MINING ENGINEER,1972-1988
https://www.parliament.gh/mps?mp=206,2017-10-18 08:49:25.032961,BARBARA  OTENG-GYASI,,VIVO ENERGY GHANA LTD,HEAD OF LEGAL,2012-2016
